SITE_NO,LOCATION,YEAR,VARIABLE,VALUE,UNIT_UNITE,SITE_NAME,SITE_NOM_FR,SITE_TYPE,SITE_DESC,SITE_DESC_FR,LATITUDE,LONGITUDE,DATUM,PROV_TERR,PEARSEDA,PEARSEDA_FR,OCEANDA,OCEANDA_FR,DATA_URL,DATA_URL_FR,COLOR
AL07DD0001,athabasca,2012,TEMPERATURE WATER,15.778333333333334,DEG C,ATHABASCA RIVER AT 27 BASELINE,"RIVIÈRE ATHABASKA À ""27 BASELINE""",RIVER/RIVIÈRE,,,58.1725,-111.3703,NAD83,AB,PEACEATHABASCA,PAIXATHABASCA,ARCTIC,ARCTIQUE,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Athabasca_River_at_27_Baseline_1989_2010_units_corrected.xls,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Athabasca_River_at_27_Baseline_1989_2010_units_corrected.xls,green
AL07DD0001,athabasca,2012,PH,7.866,PH UNITS,ATHABASCA RIVER AT 27 BASELINE,"RIVIÈRE ATHABASKA À ""27 BASELINE""",RIVER/RIVIÈRE,,,58.1725,-111.3703,NAD83,AB,PEACEATHABASCA,PAIXATHABASCA,ARCTIC,ARCTIQUE,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Athabasca_River_at_27_Baseline_1989_2010_units_corrected.xls,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Athabasca_River_at_27_Baseline_1989_2010_units_corrected.xls,green
US05NF0001,assiniboine,2012,SULPHATE DISSOLVED,504.25,MG/L,SOURIS RIVER NEAR WESTHOPE,RIVIÈRE SOURIS PRÈS DE WESTHOPE,RIVER/RIVIÈRE,,,48.9997,-100.9,NAD83,US,ASSINIBOINERED,ASSINIBOINEROUGE,HUDSON BAY,BAIE D'HUDSON,,,pink
US05NF0001,assiniboine,2012,TEMPERATURE WATER,12.35142857142857,DEG C,SOURIS RIVER NEAR WESTHOPE,RIVIÈRE SOURIS PRÈS DE WESTHOPE,RIVER/RIVIÈRE,,,48.9997,-100.9,NAD83,US,ASSINIBOINERED,ASSINIBOINEROUGE,HUDSON BAY,BAIE D'HUDSON,,,pink
BC08MF0001,fraser,2012,TEMPERATURE WATER,8.71923076923077,DEG C,FRASER RIVER AT HOPE,RIVIÈRE FRASER À HOPE,RIVER/RIVIÈRE,,,49.3872,-121.4508,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MF0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MF0001/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08MF0001,fraser,2012,SULPHATE DISSOLVED,8.578333333333333,MG/L,FRASER RIVER AT HOPE,RIVIÈRE FRASER À HOPE,RIVER/RIVIÈRE,,,49.3872,-121.4508,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MF0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MF0001/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08MF0001,fraser,2012,PHOSPHORUS TOTAL DISSOLVED,0.012877777777777778,MG/L,FRASER RIVER AT HOPE,RIVIÈRE FRASER À HOPE,RIVER/RIVIÈRE,,,49.3872,-121.4508,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MF0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MF0001/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08MF0001,fraser,2012,PH,7.952592592592593,PH UNITS,FRASER RIVER AT HOPE,RIVIÈRE FRASER À HOPE,RIVER/RIVIÈRE,,,49.3872,-121.4508,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MF0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MF0001/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08MF0001,fraser,2012,OXYGEN DISSOLVED,12.212692307692306,MG/L,FRASER RIVER AT HOPE,RIVIÈRE FRASER À HOPE,RIVER/RIVIÈRE,,,49.3872,-121.4508,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MF0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MF0001/Projects/PYLTM/Regions/0?new_lang=fr,red
AL05BE0013,south_saskatchewan,2012,OXYGEN DISSOLVED,11.340909090909092,MG/L,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,RIVIÈRE BOW ENVIRON 4.5 KM DE CANMORE,RIVER/RIVIÈRE,,,51.1228,-115.3867,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05BE0013,south_saskatchewan,2012,PH,8.147826086956522,PH UNITS,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,RIVIÈRE BOW ENVIRON 4.5 KM DE CANMORE,RIVER/RIVIÈRE,,,51.1228,-115.3867,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05BE0013,south_saskatchewan,2012,PHOSPHORUS TOTAL DISSOLVED,0.0020833333333333333,MG/L,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,RIVIÈRE BOW ENVIRON 4.5 KM DE CANMORE,RIVER/RIVIÈRE,,,51.1228,-115.3867,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05BE0013,south_saskatchewan,2012,SULPHATE DISSOLVED,45.550000000000004,MG/L,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,RIVIÈRE BOW ENVIRON 4.5 KM DE CANMORE,RIVER/RIVIÈRE,,,51.1228,-115.3867,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05BE0013,south_saskatchewan,2012,TEMPERATURE WATER,5.391818181818182,DEG C,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,RIVIÈRE BOW ENVIRON 4.5 KM DE CANMORE,RIVER/RIVIÈRE,,,51.1228,-115.3867,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
NW10VK0002,arctic,2012,TEMPERATURE WATER,10.7,DEG C,VERY RIVER AT LAKE HAZEN,RIVIÈRE VERY AU LAC HAZEN,RIVER/RIVIÈRE,,,81.64549,-72.95293,NAD83,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,orange
NW10VK0002,arctic,2012,SULPHATE DISSOLVED,29.1,MG/L,VERY RIVER AT LAKE HAZEN,RIVIÈRE VERY AU LAC HAZEN,RIVER/RIVIÈRE,,,81.64549,-72.95293,NAD83,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,orange
NW10VK0002,arctic,2012,PHOSPHORUS TOTAL DISSOLVED,0.055,MG/L,VERY RIVER AT LAKE HAZEN,RIVIÈRE VERY AU LAC HAZEN,RIVER/RIVIÈRE,,,81.64549,-72.95293,NAD83,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,orange
YT08AB0009,pacific_coastal,2012,TEMPERATURE WATER,1.4666666666666668,DEG C,ALSEK RIVER UPSTREAM BATES RIVER,RIVIÈRE ALSEK EN AMONT DE LA RIVIÈRE BATES,RIVER/RIVIÈRE,,,60.1192,-137.9742,NAD83,YT,PACIFIC COASTAL,CÔTE DU PACIFIQUE,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AB0009/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AB0009/Projects/PYLTM/Regions/0?new_lang=fr,yellow
YT08AB0009,pacific_coastal,2012,SULPHATE DISSOLVED,26.557142857142857,MG/L,ALSEK RIVER UPSTREAM BATES RIVER,RIVIÈRE ALSEK EN AMONT DE LA RIVIÈRE BATES,RIVER/RIVIÈRE,,,60.1192,-137.9742,NAD83,YT,PACIFIC COASTAL,CÔTE DU PACIFIQUE,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AB0009/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AB0009/Projects/PYLTM/Regions/0?new_lang=fr,yellow
US05NF0001,assiniboine,2012,PHOSPHORUS TOTAL DISSOLVED,0.29200000000000004,MG/L,SOURIS RIVER NEAR WESTHOPE,RIVIÈRE SOURIS PRÈS DE WESTHOPE,RIVER/RIVIÈRE,,,48.9997,-100.9,NAD83,US,ASSINIBOINERED,ASSINIBOINEROUGE,HUDSON BAY,BAIE D'HUDSON,,,pink
US05NF0001,assiniboine,2012,PH,8.592,PH UNITS,SOURIS RIVER NEAR WESTHOPE,RIVIÈRE SOURIS PRÈS DE WESTHOPE,RIVER/RIVIÈRE,,,48.9997,-100.9,NAD83,US,ASSINIBOINERED,ASSINIBOINEROUGE,HUDSON BAY,BAIE D'HUDSON,,,pink
YT09EA0001,yukon,2012,PH,8.04125,PH UNITS,KLONDIKE RIVER DOWNSTREAM BONANZA CREEK,RIVIÈRE KLONDIKE EN AMONT DE LA CRIQUE BONANZA,RIVER/RIVIÈRE,,,64.1554,-139.3973,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09EA0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09EA0001/Projects/PYLTM/Regions/0?new_lang=fr,yellow
YT09EA0001,yukon,2012,SULPHATE DISSOLVED,57.25,MG/L,KLONDIKE RIVER DOWNSTREAM BONANZA CREEK,RIVIÈRE KLONDIKE EN AMONT DE LA CRIQUE BONANZA,RIVER/RIVIÈRE,,,64.1554,-139.3973,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09EA0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09EA0001/Projects/PYLTM/Regions/0?new_lang=fr,yellow
BC08HD0004,pacific_coastal,2012,SULPHATE DISSOLVED,7.812307692307693,MG/L,QUINSAM RIVER NEAR THE MOUTH,RIVIÈRE QUINSAM PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,50.0267,-125.2967,NAD83,BC,PACIFIC COASTAL,CÔTE DU PACIFIQUE,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08HD0004/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08HD0004/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08HD0004,pacific_coastal,2012,PHOSPHORUS TOTAL DISSOLVED,0.00863076923076923,MG/L,QUINSAM RIVER NEAR THE MOUTH,RIVIÈRE QUINSAM PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,50.0267,-125.2967,NAD83,BC,PACIFIC COASTAL,CÔTE DU PACIFIQUE,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08HD0004/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08HD0004/Projects/PYLTM/Regions/0?new_lang=fr,red
MA05PF0022,winnipeg,2012,SULPHATE DISSOLVED,3.471,MG/L,WINNIPEG RIVER AT POINTE DU BOIS,RIVIÈRE WINNIPEG À POINTE DU BOIS,RIVER/RIVIÈRE,,,50.3008,-95.5556,NAD27,MB,WINNIPEG,WINNIPEG,HUDSON BAY,BAIE D'HUDSON,,,purple
MA05PF0022,winnipeg,2012,TEMPERATURE WATER,11.087777777777779,DEG C,WINNIPEG RIVER AT POINTE DU BOIS,RIVIÈRE WINNIPEG À POINTE DU BOIS,RIVER/RIVIÈRE,,,50.3008,-95.5556,NAD27,MB,WINNIPEG,WINNIPEG,HUDSON BAY,BAIE D'HUDSON,,,purple
NW10KA0001,mackenzie,2012,PH,7.922,PH,MACKENZIE RIVER AT NORMAN WELLS,RIVIÈRE MACKENZIE AU PUITS NORMAN,RIVER/RIVIÈRE,,,65.2817,-126.8492,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10VK0002,arctic,2012,PH,8.2,PH UNITS,VERY RIVER AT LAKE HAZEN,RIVIÈRE VERY AU LAC HAZEN,RIVER/RIVIÈRE,,,81.64549,-72.95293,NAD83,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,orange
NW10KA0001,mackenzie,2012,PH,8.068000000000001,PH UNITS,MACKENZIE RIVER AT NORMAN WELLS,RIVIÈRE MACKENZIE AU PUITS NORMAN,RIVER/RIVIÈRE,,,65.2817,-126.8492,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10KA0001,mackenzie,2012,SULPHATE DISSOLVED,27.6,MG/L,MACKENZIE RIVER AT NORMAN WELLS,RIVIÈRE MACKENZIE AU PUITS NORMAN,RIVER/RIVIÈRE,,,65.2817,-126.8492,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10KA0001,mackenzie,2012,TEMPERATURE WATER,4.0600000000000005,DEG C,MACKENZIE RIVER AT NORMAN WELLS,RIVIÈRE MACKENZIE AU PUITS NORMAN,RIVER/RIVIÈRE,,,65.2817,-126.8492,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
BC08HD0004,pacific_coastal,2012,PH,7.663461538461538,PH UNITS,QUINSAM RIVER NEAR THE MOUTH,RIVIÈRE QUINSAM PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,50.0267,-125.2967,NAD83,BC,PACIFIC COASTAL,CÔTE DU PACIFIQUE,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08HD0004/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08HD0004/Projects/PYLTM/Regions/0?new_lang=fr,red
YT09EA0001,yukon,2012,TEMPERATURE WATER,3.9166666666666665,DEG C,KLONDIKE RIVER DOWNSTREAM BONANZA CREEK,RIVIÈRE KLONDIKE EN AMONT DE LA CRIQUE BONANZA,RIVER/RIVIÈRE,,,64.1554,-139.3973,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09EA0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09EA0001/Projects/PYLTM/Regions/0?new_lang=fr,yellow
YT08AB0009,pacific_coastal,2012,PH,8.157142857142857,PH UNITS,ALSEK RIVER UPSTREAM BATES RIVER,RIVIÈRE ALSEK EN AMONT DE LA RIVIÈRE BATES,RIVER/RIVIÈRE,,,60.1192,-137.9742,NAD83,YT,PACIFIC COASTAL,CÔTE DU PACIFIQUE,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AB0009/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AB0009/Projects/PYLTM/Regions/0?new_lang=fr,yellow
YT08AB0009,pacific_coastal,2012,PHOSPHORUS TOTAL DISSOLVED,0.002285714285714286,MG/L,ALSEK RIVER UPSTREAM BATES RIVER,RIVIÈRE ALSEK EN AMONT DE LA RIVIÈRE BATES,RIVER/RIVIÈRE,,,60.1192,-137.9742,NAD83,YT,PACIFIC COASTAL,CÔTE DU PACIFIQUE,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AB0009/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AB0009/Projects/PYLTM/Regions/0?new_lang=fr,yellow
US05NF0001,assiniboine,2012,OXYGEN DISSOLVED,7.767142857142858,MG/L,SOURIS RIVER NEAR WESTHOPE,RIVIÈRE SOURIS PRÈS DE WESTHOPE,RIVER/RIVIÈRE,,,48.9997,-100.9,NAD83,US,ASSINIBOINERED,ASSINIBOINEROUGE,HUDSON BAY,BAIE D'HUDSON,,,pink
NW10KA0001,mackenzie,2012,PHOSPHORUS TOTAL DISSOLVED,0.0062,MG/L,MACKENZIE RIVER AT NORMAN WELLS,RIVIÈRE MACKENZIE AU PUITS NORMAN,RIVER/RIVIÈRE,,,65.2817,-126.8492,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
BC08HD0004,pacific_coastal,2012,TEMPERATURE WATER,9.54,DEG C,QUINSAM RIVER NEAR THE MOUTH,RIVIÈRE QUINSAM PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,50.0267,-125.2967,NAD83,BC,PACIFIC COASTAL,CÔTE DU PACIFIQUE,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08HD0004/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08HD0004/Projects/PYLTM/Regions/0?new_lang=fr,red
NW10VK0002,arctic,2012,PH,8.05,PH,VERY RIVER AT LAKE HAZEN,RIVIÈRE VERY AU LAC HAZEN,RIVER/RIVIÈRE,,,81.64549,-72.95293,NAD83,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,orange
AL07AA0023,athabasca,2012,SULPHATE DISSOLVED,24.325,MG/L,ATHABASCA RIVER AT HWY 16 BELOW SNARING RIVER,RIVIÈRE ATHABASKA À L'AUT 16 EN AVAL DE LA RIVIÈRE SNARING,RIVER/RIVIÈRE,,,53.0417,-118.0872,NAD27,AB,PEACEATHABASCA,PAIXATHABASCA,ARCTIC,ARCTIQUE,,,green
NW06MA0001,keewatin,2012,PH,7.0600000000000005,PH,THELON RIVER BELOW SCHULTZ LAKE,RIVIÈRE THELON EN AVAL DU LAC SCHULTZ,RIVER/RIVIÈRE,,,64.7731,-97.0678,NAD83,NU,KEEWATINSOUTHERN BAFFIN,KEEWATINSUD DE L'ÎLE DE BAFFIN,ARCTIC,ARCTIQUE,,,orange
NW06MA0001,keewatin,2012,PHOSPHORUS TOTAL DISSOLVED,0.0035,MG/L,THELON RIVER BELOW SCHULTZ LAKE,RIVIÈRE THELON EN AVAL DU LAC SCHULTZ,RIVER/RIVIÈRE,,,64.7731,-97.0678,NAD83,NU,KEEWATINSOUTHERN BAFFIN,KEEWATINSUD DE L'ÎLE DE BAFFIN,ARCTIC,ARCTIQUE,,,orange
NW06MA0001,keewatin,2012,SULPHATE DISSOLVED,0.5800000000000001,MG/L,THELON RIVER BELOW SCHULTZ LAKE,RIVIÈRE THELON EN AVAL DU LAC SCHULTZ,RIVER/RIVIÈRE,,,64.7731,-97.0678,NAD83,NU,KEEWATINSOUTHERN BAFFIN,KEEWATINSUD DE L'ÎLE DE BAFFIN,ARCTIC,ARCTIQUE,,,orange
NW10LA0003,mackenzie,2012,PH,7.96,PH,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVIÈRE MACKENZIE EN AMONT DE LA RIVIÈRE ARCTIC RED,RIVER/RIVIÈRE,,,67.4561,-133.7369,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10LA0003,mackenzie,2012,PH,7.853333333333333,PH UNITS,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVIÈRE MACKENZIE EN AMONT DE LA RIVIÈRE ARCTIC RED,RIVER/RIVIÈRE,,,67.4561,-133.7369,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10LA0003,mackenzie,2012,PHOSPHORUS TOTAL DISSOLVED,0.017666666666666667,MG/L,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVIÈRE MACKENZIE EN AMONT DE LA RIVIÈRE ARCTIC RED,RIVER/RIVIÈRE,,,67.4561,-133.7369,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10LA0003,mackenzie,2012,SULPHATE DISSOLVED,40.76666666666667,MG/L,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVIÈRE MACKENZIE EN AMONT DE LA RIVIÈRE ARCTIC RED,RIVER/RIVIÈRE,,,67.4561,-133.7369,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10LA0003,mackenzie,2012,TEMPERATURE WATER,8.533333333333333,DEG C,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVIÈRE MACKENZIE EN AMONT DE LA RIVIÈRE ARCTIC RED,RIVER/RIVIÈRE,,,67.4561,-133.7369,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
SA05FE0001,north_saskatchewan,2012,TEMPERATURE WATER,7.929166666666666,DEG C,BATTLE RIVER NEAR UNWIN,RIVIÈRE BATTLE PRÈS DE UNWIN,RIVER/RIVIÈRE,,,52.9403,-109.8733,NAD27,SK,NORTH SASKATCHEWAN,SASKATCHEWAN NORD,HUDSON BAY,BAIE D'HUDSON,,,blue
SA05FE0001,north_saskatchewan,2012,SULPHATE DISSOLVED,171.25,MG/L,BATTLE RIVER NEAR UNWIN,RIVIÈRE BATTLE PRÈS DE UNWIN,RIVER/RIVIÈRE,,,52.9403,-109.8733,NAD27,SK,NORTH SASKATCHEWAN,SASKATCHEWAN NORD,HUDSON BAY,BAIE D'HUDSON,,,blue
SA05FE0001,north_saskatchewan,2012,PHOSPHORUS TOTAL DISSOLVED,0.03308333333333333,MG/L,BATTLE RIVER NEAR UNWIN,RIVIÈRE BATTLE PRÈS DE UNWIN,RIVER/RIVIÈRE,,,52.9403,-109.8733,NAD27,SK,NORTH SASKATCHEWAN,SASKATCHEWAN NORD,HUDSON BAY,BAIE D'HUDSON,,,blue
SA05FE0001,north_saskatchewan,2012,PH,8.151666666666667,PH UNITS,BATTLE RIVER NEAR UNWIN,RIVIÈRE BATTLE PRÈS DE UNWIN,RIVER/RIVIÈRE,,,52.9403,-109.8733,NAD27,SK,NORTH SASKATCHEWAN,SASKATCHEWAN NORD,HUDSON BAY,BAIE D'HUDSON,,,blue
SA05FE0001,north_saskatchewan,2012,OXYGEN DISSOLVED,9.09,MG/L,BATTLE RIVER NEAR UNWIN,RIVIÈRE BATTLE PRÈS DE UNWIN,RIVER/RIVIÈRE,,,52.9403,-109.8733,NAD27,SK,NORTH SASKATCHEWAN,SASKATCHEWAN NORD,HUDSON BAY,BAIE D'HUDSON,,,blue
NW07OB0002,mackenzie,2012,OXYGEN DISSOLVED,11.54,MG/L,HAY RIVER NEAR ALBERTA/NWT BORDER,RIVIÈRE HAY PRÈS DE LA FRONTIÈRE ALBERTA/T.N.O.,RIVER/RIVIÈRE,,,60.0044,-116.9692,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10ED0002,mackenzie,2012,TEMPERATURE WATER,7.424999999999999,DEG C,LIARD RIVER NEAR THE MOUTH,RIVIÈRE LIARD PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,61.7397,-121.2194,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
AL07AA0023,athabasca,2012,OXYGEN DISSOLVED,11.9275,MG/L,ATHABASCA RIVER AT HWY 16 BELOW SNARING RIVER,RIVIÈRE ATHABASKA À L'AUT 16 EN AVAL DE LA RIVIÈRE SNARING,RIVER/RIVIÈRE,,,53.0417,-118.0872,NAD27,AB,PEACEATHABASCA,PAIXATHABASCA,ARCTIC,ARCTIQUE,,,green
AL07AA0023,athabasca,2012,PH,8.17875,PH UNITS,ATHABASCA RIVER AT HWY 16 BELOW SNARING RIVER,RIVIÈRE ATHABASKA À L'AUT 16 EN AVAL DE LA RIVIÈRE SNARING,RIVER/RIVIÈRE,,,53.0417,-118.0872,NAD27,AB,PEACEATHABASCA,PAIXATHABASCA,ARCTIC,ARCTIQUE,,,green
AL07AA0023,athabasca,2012,PHOSPHORUS TOTAL DISSOLVED,0.002,MG/L,ATHABASCA RIVER AT HWY 16 BELOW SNARING RIVER,RIVIÈRE ATHABASKA À L'AUT 16 EN AVAL DE LA RIVIÈRE SNARING,RIVER/RIVIÈRE,,,53.0417,-118.0872,NAD27,AB,PEACEATHABASCA,PAIXATHABASCA,ARCTIC,ARCTIQUE,,,green
BC08MB0007,fraser,2012,OXYGEN DISSOLVED,10.010526315789473,MG/L,CHILCOTIN RIVER UPSTREAM OF CHRISTIE ROAD BRIDGE,RIVIÈRE CHILCOTIN EN AMONT DU PONT CHRISTIE ROAD,RIVER/RIVIÈRE,,,52.072,-123.2614,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MB0007/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MB0007/Projects/PYLTM/Regions/0?new_lang=fr,red
